"status_id","text","is_misinfo"
"x1390287056828604416","A friend of mine is refusing to get the covid vaccine because she believes wholeheartedly it will cause infertility. Totally wrong btw. The interesting thing in this case is she had an ovary removed already and multiple rounds of chemo and radiation to fight cancer. Her doctors",0
"x1390299444302663680","Covid tests are magnetically tagging you and the vaccine is designed for mass depopulation – Icke https://t.co/XgnlL0jMpB via @Prepare For Change",1
"x1390235070414299136","2nd Pfizer shot (16hrs in). It’s working! Had a fever for about 4hrs. It has broken. Arm is sore. Can’t sleep, BUT sitting here in the dark, smiling and crying, and just super grateful for this moment. Real life is on the horizon.

Nothing to be afraid of, friends! Go! Go! Go! https://t.co/asqGFWNU6u",0
"x1390244369681293312","I'm as grateful as anyone that the UK vaccine rollout is going well, but if you are tempted to feel smug about the way we have handled Covid-19 overall, let me remind you of the cumulative death toll.
It could've been different. This gov'ment has failed us. #NeverVoteConservative https://t.co/upgUUQxaxG",0
"x1390298109629112320","And the numbers of lives saved just skyrocketed.
Screw the profits. I'm forever grateful to these companies for their miraculous work in saving lives.

@pfizer, @moderna_tx  shares plummet after Biden administration backs a COVID-19 vaccine patent waiver https://t.co/KWE8Y5z5lH",0
"x1390291043929763840","Hoje o governo americano apoio a quebra de patentes das vacinas da COVID (Brasil é contra). O que pode significar? Um fio.

Em 1996, o Brasil foi pioneiro ao quebrar patentes e distribuir gratuitamente medicamentos contra o HIV. Virou exemplo mundial.
https://t.co/qYtXBmmNnF",0
"x1390253632340299776","i got my covid vaccine today. i was hoping it would give me double autism, but.. it cancelled out. now i am no longer a video game enthusiast.. my extensive knowledge of video games is gone...",0
"x1390204867864629248","This week, I had the privilege to recieve the Covid-19 vaccine at the Jubilee House. Ghanaians, the vaccine is safe and the surest way of helping us curtail the spread of the virus that has taken too many lives. I entreat you to get vaccinated. #TheV… https://t.co/YOaL13iHgV https://t.co/zSCpNQkppr",0
"x1390149267222843392","Immunization services begin slow recovery from COVID-19 disruptions, though millions of children remain at risk from deadly vaccine preventable diseases
https://t.co/eARGTkRMcW",1
"x1390141966986354688","If the covid-cold vaccine is supposed to protect the individual ... why not let individuals manage their risks and everyone else can do the same.
The nazis sterilised people for the greater good. The covid-passport makes as much sense.
The vaccine is experimental.",1
"x1390118270531817472","Calling all #GlobalNCTzens: @NCTsmtown_127 is joining us for a special #VaxLive showing on @YouTube at 10am AEST on Sunday, May 9! We’re so grateful they’re on our side as we fight for vaccine equity. https://t.co/8eIFlYJk06",0
"x1390121941789409280","Had my 2nd jab of Phizer vaccine today. I’d have preferred to get it in my arm rather than my forehead, but one can’t have everything. Very grateful to have received it period. 🙂",0
"x1390139017124057088","So grateful to drive my 16 year-old to get her vaccine last week &amp; looking forward to her younger brother getting his soon. Vaccinate yourself &amp; your family &amp; tell your friends. If folks have questions, ask a doctor. Helpful links &amp; info👇
#ThisIsOurShot 
https://t.co/dEb6NY1iEp",0
"x1390147591946395648","Oprah on Getting the COVID-19 Vaccine: ""I'm Grateful Beyond Description"" https://t.co/dhVGaNeq9F",0
"x1390139979557490688","Got my second Pfizer shot today, napped, and had dinner with a great friend to celebrate her turning another year wiser. 

Feeling extra grateful right now. 💛",0
"x1390130498329096192","Got my 2nd Pfizer shot today! Feeling hopeful, excited, and grateful for science and everyone who worked on developing this vaccine. 🙏",0
"x1390171104254246912","At this point, anyone who insists that me, wifey, or the Storm children should get an unproven, untested, experimental “vaccine”, is now an enemy of mine. Period.

Sorry, definitely not sorry. 🤷🏻",1
"x1390145787456212992","Get the vaccine! 

There is no 5G tracker in it (hell, there is barely 5G in $1200 cell phones) and probably no access points in your neighborhood :)

Don't be the last person to die from #Covid19.

Vaccinate. It is safe. It is simple. It is free.",0
"x1390168004634284032","Hey @ABC !
Your commercial where you have paid actors cursing and giving the middle finger to people that question the efficacy of getting the most dangerous vaccine in decades is both crude and disturbing!
How about you ""grow the f#ck up""!
30 people a day die from vaccination!",1
"x1390214820683816960","The COVID-19 vaccine is safe and effective. It gives you the best protection against coronavirus.
Don't delay in getting your vaccine when it's offered to you. Find out more: https://t.co/HPJIy2BZYC https://t.co/JjSLk2GpJI",0
"x1390123539311828992","Experimental vaccine death rate for Israel’s elderly 40 times higher than COVID-19 deaths: researchers | News | LifeSite https://t.co/UYGGsEF32Z",1
"x1390129986883907584","Made my national radio debut alongside @Dorry_Segev in this wonderful @NPR story by @mgodoyh discussing the research study I’m in about vaccine responses in transplant recipients. I’m grateful to be able to share the patient perspective. @npratc segment👉 https://t.co/IldsT526ok https://t.co/QQRGEjeGJw",0
"x1390125230165614592","Today was my turn to get vaccinated, and I’m so grateful. Huge thank you to Tony at Shoppers! Find out when and where you can get your shot here: https://t.co/3sElRqpjTn https://t.co/tMVoBvfTBA",0
"x1390200057153134592","Liberals hate big pharma until the government tells you to get a rushed vaccine funded by the government..  that’s also making big pharma wealthy

The irony",1
"x1390135554554187776","These Experimental Evil Jabs are an abomination Unto The Lord. Especially The vaccine organization that has approved these evil Abominable Jabs to be used against Your Little Ones and God’s Precious Little Ones. Parents, Teachers, Care givers Rise Up for The little Ones",1
"x1390132446218256384","The Centre received 11 samples in April. We are grateful to all NICs and submitting labs for continuing to send samples to us. All samples will help us make the best recommendations for the next influenza vaccine component.

https://t.co/WPGHsZGpHB",0
"x1390143184643268608","We are seeing so many severely sick patients with COVID19. Am grateful to all those helping people navigate getting a vaccine and so happy my partner was able to get the AZ vaccine.",0
"x1390140455589801984","Prayer Rally at Site of Moloch Worship to Prevent 'Sacrificing Children':

“...the...government are worshiping a new idol, the pharmaceutical companies, allowing them free reign in the largest and most dangerous human medical experiment in history.""

https://t.co/ks9MWGrbmp",1
"x1390130485695811584","My mom received her second vaccine shot and I am so grateful 😊",0
"x1390193695450820608","MEDICAL EXPERIMENTS
A rushed, untested, dangerous experimental gene therapy, which is falsely labeled as a ‘vaccine’, is imposed on humanity, which is a direct violation of the Nuremberg code and several other international agreements.",1
"x1390177952147640320","I think I survived my fever, to think this is possibly what covid is like for people when it was only 24 hours for me is insane and makes me feel even more grateful to have received the vaccine",0
"x1390117664954077184","I’m so grateful to everyone who, do I dare say it, pushed the Biden admin left on vaccine patents, likely saving millions of lives around the world. Fantastic job, folks!!! ❤️",0
"x1390164534627692544","Hnd ako mahilig sa bbq pero minsan bumibisita ako sa ihawan

#IkawPaRinAngBBQ",1
"x1390147950723190784","I received my second dose of Moderna 7 hours ago. The only symptom that I am currently experiencing, so far, is a slightly sore arm. I am so grateful to have finally received my second dose.",0
"x1390140913184296960","Two studies show that the Pfizer coronavirus vaccine is extraordinarily effective at protecting against severe disease caused by two of the most dangerous global COVID variants. 🙏🏾https://t.co/FwpRNh2U9K",0
"x1390205306899243008","Beware the financial FALLOUT from the vaccine bioweapons death wave... collapse of tax r... https://t.co/ZEUNDspmM1 https://t.co/SqJpcbU4oe",1
"x1390193253870411776","@gboy2411 @ronke_dawodu @edeoghon_john https://t.co/1bO41ixLkh",0
"x1390166202522038272","Got my 2nd dose of the #Pfizer vaccine today 💉 
I'm grateful for the shots, but here's the truth - as a healthy young adult in CA, I didn't deserve to get vaccinated before a frontline health worker or elderly person in another country. 
It's both unfair and unwise.
#vaccinated",0
"x1390198599728893952","I don't understand why people treat waiving vaccine patents as insufficiently grateful. How was being forced by the government to buy a certain firm's products ever reflective of ""gratitude"" to begin with?",0
"x1390202892548820992","Kante il a déjà sa place pour l'Euro",1
"x1403123373383712768","Covid-19 ORIGINS revealed: Vaccine spike proteins are Chinese military bioweapons designed to kill https://t.co/b5p5mJV7Gl",1
"x1390220242090004480","EXTERMINATION machine unmasked: Why vaccinated people are making HEALTHY people sick, Pfizer document admits vaccinated people “shed” infectious particles, the spike protein is the bioweapon https://t.co/Q46LhoqQzC",1
"x1390137207382552576","Moderna Dose 2 - THEY'RE BAAAACK!!!! The 99 degree fever and the chills that broke in hour 26 after the vaccine are back in hour 31. Still grateful.",0
"x1390133023878750208","มี 2 งานบุญนะคะสมทบช่วย
รพ.ราชวิถี #นุชช่วยส่งอาวุธให้ฮีโร่ 
และ  #702สมทบทุนช่วยหมอแล็บ 🐼
ตามอ่านรายละเอียดใน # ได้เลยค่ะ
#เป๊กผลิตโชค #peckpalitchoke 🥰 https://t.co/UGYA0IxbLO",0
"x1390083239021367296","Thank you all of the super hero’s working the @SHNcares pop up clinic where my husband and I were able to get our first vaccine dose today! Feeling relief, grateful and excitement for our future. #HealthcareHeroes  #GetVaccinated #Toronto https://t.co/lj44oaoZiz",0
"x1390116551538495488","Successful vaccine clinic at UHS today! Grateful for our partners! @UxbridgeBOH @RepSoter #spartanpride https://t.co/iysGISnliN",0
"x1390086613036789760","My husband got his second COVID vaccine shot today.

You could get your first one tomorrow. 

You can! I believe in you! https://t.co/HKBSOX5oAO https://t.co/AZSSjS9E4X",0
"x1390086460154552320","Iraq's Health Ministry has repeatedly tried to reassure Iraqis that the vaccines are not harmful, but this has not convinced many who harbor long-standing distrust of the health care system.

https://t.co/OooANZdeaL",0
"x1390073589521551360","Sure thing, Dana! Let’s vaccinate kids with an experimental vaccine, when we know for sure they’re more likely to be struck by lightning than get Covid and less likely to pass it on! Especially, when the long term affects are UNKNOWN! Yeah, brilliant idea! @DanaPerino",1
"x1390094675994763264","I'll be getting my second Pfizer dose next week on the day before my birthday. I'm so grateful, especially given the daily tragic news from India. What's happening there is so chilling, so we all need to do our part to try and end this virus. #VaccinesWork",0
"x1390069789989560320","@misa_cerezo みさみささん、おはようございます😁",1
"x1390083273964064768","Another red flag 💉

“What we have right now is an experimental biological gene therapy immune modulatory injection”

“It does not fall under the definition of a vaccine” https://t.co/Cn8EW9uusH",1
"x1390062997603749888","The latest on the race to bring a gene therapy for DMD to market. A US delay for $PFE's Phase III trial, while $SRPT aims to meet with FDA midyear and begin dosing patients in Phase III by year end or early 2022. Sarepta's CEO says there is no gap to close
https://t.co/UQcJt0IsTm",1
"x1390090522035834880","My dad : you took and untested vaccine and it could kill you

Me: i'd rather be dead than live in late stage capitalism so if the COVID-19 vaccine is what kills me then bring it. 

Disclaimer : don't believe my dad, believe tested science and get vaccinated!",0
"x1390087417483481088","No, the Pfizer and Moderna COVID-19 #vaccines are not #genetherapy. They don’t alter or change your genes in any way.

Use MyChart to sign up for your COVID-19 vaccine appointment or click the link for more information https://t.co/wEx5wq3ACO https://t.co/gFTC5jcAC1",0
"x1390108547422240768","if you defend justin bieber on 2021 you really dont need to worry what there in the vaccine",0
"x1390083783806750720","Got my 2nd dose of the Moderna vaccine today! I am so grateful to have had access to a vaccine, and to the countless scientists and healthcare professionals who got us to this point. #vaccinated #GetVaccinated",0
"x1390061417445928960","I'm incredibly grateful and still very much heartbroken. This vaccine would have saved my grandfather, our family's everything. Please, don't be afraid to get yours. Be brave, protect yourself, and know that your actions could potentially save someone else's everything... 🌸 https://t.co/73huJKsstZ",0
"x1390060092301606912","Got my second Moderna shot today. When I got the first one, I was almost giddy, but today I felt more serious. I thought about the 100s of 1000s of people who never got the chance to be protected. I'm so grateful.",0
"x1390066001358766080","If you eat 7 Eleven Hot Dogs, drink Mountain Dew, or have ever taken Fireball shots, you don't need to worry about a vaccine.",0
"x1390094361094889472","Pfizer DMD Gene Therapy Phase III Trial Faces A US Delay; Can Sarepta Close The Gap? - Scrip https://t.co/bxi57gNU5z #strategy #competitiveintelligence #marketing #biotech #healthcare #competitivemarketing #pharma #pharmaceutical https://t.co/QCIJSJsp1T",1
"x1390057233250201600","Booked in for second vaccine next week 🙏so grateful to @NHSEngland for an amazing roll out. Completely unrelated subject why is it so cold we need hot water bottles in May 🥶",0
"x1390091471584387072","Roadtoserfdom @roadtoserfdom3 They're not ""vaccine passports,"" they're movement licenses. It's not a vaccine, it's experimental gene therapy. ""Lockdown"" is at best completely pointless universal medical isolation and at worst ubiquitous public incarceration. Call things what they",1
"x1390093806188564480","I got my first dose of vaccine today. Thank you to the wonderful staff who are running the clinic. I'm extremely grateful #ThisIsOurShot",0
"x1390037483056996352","Grateful that @potus supported Temporary IP waiver on COVID vaccine formula to speed up vaccines to the rest of the world.  It is a strong, measured and morally appropriate decision. Ain’t it great sanity returned to the presidency?",0
"x1390035696077971456","sorry I’m not a sheep 🐑 I don’t want the gene therapy vaccine 💉 but if you help me sell this special anti aging bath bomb cream🧼 together we can turn $5 into $500000 over night 🤑💸😁",1
"x1390033334147772416","Right.... Everyone must get the untested vaccine, BUT it doesn't stop you from GETTING Covid.... It's Another Federal Con Job.....",1
"x1390040566394540032",".@ZaddiHen grateful for the vaccine link. Never forget that. 🖤💉📈",0
"x1390019699253989376","I am officially FULLY VACCINATED!! Exactly two weeks ago, I got a second dose of the Moderna vaccine. Excited to wear one mask in public instead of two. Next up: my 16 and 18 y.o. sons.",0
"x1390030731489865728","When the U.S. FDA issued Emergency Use Authorization for these experimental ‘vaccines’, they did not mention eye disorders specifically. In their fact sheet, they warn, “additional adverse reactions, some of which may be serious...use of the Pfizer-BioNTech COVID-19 Vaccine.”",1
"x1390024504408121344","Second shot of Moderna got my dad jacked. Very grateful right now he’s not an anti-vaxxer Q nut.",0
"x1390023632722743296","I'm still not taking the experimental vaccine until they've finished testing on the guinea pigs.  
I'm thinking 2030 at the earliest.",1
"x1390040927545274368","So grateful to have the vaccine!! Brace yourselves for the #grandspam
#HousePfizer #PfizerGang #Letthehuggingbegin #VaccinatedWitch #VaccinatedMamaw https://t.co/bJpleDCwSz",0
"x1390029462792777728","https://t.co/ikiGTsQB3c This is an experimental vaccine.   How do I know that I won't become ill if I am exposed to a newly vaccinated person?  More woke BS.",1
"x1390038228950913024",""" The Jab"" is a bioweapon...   https://t.co/stJMJyqOd9",1
"x1390039798518255616","If you think the vaccine causes infertility, you should not reproduce.",0
"x1390018206132318208","They really, really, REALLY want you to think the gene therapy they're pawning as vaccines really are what they say they are.

https://t.co/WgSOaPAneF",1
"x1390040734317830144","My second Moderna that I received yesterday tried to rough me up a little, but I seem to have recovered and I am so grateful to have received it.",0
"x1390033325876727808","I have the full gambit of symptoms from moderna vax number 2: fever, chills, nausea, puking, body aches, fatigue. I slept on my bathroom floor last night. Still grateful to be able to get the vaccine. Just also wishing I could have a margarita.",0
"x1390028772842246144","This afternoon, I gratefully received my second dose of the COVID-19 vaccine. Getting fully vaccinated is the best way to end this pandemic and protect ourselves and one another. ♥️ https://t.co/7zcvuiG0a9",0
"x1389971115926298624","concept clip #V ♡︎ https://t.co/gCo7WV2GPd",1
"x1389983563433406464","@JenoFess 😔😔",1
"x1390002596673359872","If Florida gave out free bullets with every vaccine, the state would be fully vaccinated by the end of next week.",0
"x1389994786526961664","High risk,  supposedly. Still unvaccinated by an UNTESTED vaccine. Oops, sorry about that, the testing is taking place right now.
ON YOU! 
If you let them. https://t.co/JjLK6BRh2v",1
"x1389972707400421376","https://t.co/i0gMXHu1sh",1
"x1389987672870080512","La primera paella del mundo cocinada completamente por un robot

Las empresas Br5 y Mimcook fabricaron el primer brazo robótico capaz de cocinar una paella de manera autónoma y mostraron su invento en un salón de turismo y hostelería en Málaga (España) https://t.co/782KoUTBgJ",1
"x1390012583118319616","Y’all took an untested vaccine when simply opening society and sunshine work",1
"x1389984845133193216","Project Coast proves existence of self-replicating vaccine DEPOPULATION bioweapons https://t.co/ykY0bhvCJl",1
"x1390012008171376640","Woohoo! Two weeks after my second vaccine dose I can now say  I'm fully vaccinated!",0
"x1389989857607442432","Indiana has reached a milestone when it comes to the COVID vaccine...More than two million Hoosiers have now been fully vaccinated, according to the Indiana Department of Health. 

https://t.co/hj0EX2l36T",0
"x1389964185728167936","BREAKING NEWS:  

In a related story, vaccine companies refuse to recall Experimental mRNA ""vaccine"" after dozens of deaths and hundreds of injuries related to the JAB.

Peloton recalls all treadmills after a child's death and 70 injuries

https://t.co/kehSHsVW8P",1
"x1389982281402503168","THE GOVERNMENT. THEY GONE GET YOU. DONT TAKE THE VACCINE.",1
"x1389986291576623104","Tazewell County COVID-19 vaccine tracker: 33% of people are fully vaccinated https://t.co/cc2G89iWkp",0
"x1390005059690405888","@vinkovasle1 On sploh ni več faktor v slo-politiki. 😎",0
"x1389987424445554688","Fully vaccinated!!!

#CovidVaccine #Pfizer https://t.co/IWu81CcsBQ",0
"x1389996461195202560","if you’ve ever iced out at Kams pre 2019, you don’t need to worry about what’s in the vaccine",0
"x1389950903071948800","@BleacherReport @BobMcGinn @brgridiron LOL",1
"x1389998030762516480","nn sabia q tinha uma barbie chamada clara",1
"x1389958152385351680","Dawać słońce, mamy kurcze maj:(",1
"x1389987425271824384","Vaccine is finally scheduled 🙌🏻",0
"x1389995354565791744","· Vaccine for human use? This is basically a test run. Clinical trial and first ever use on humans. Why the heck would anyone agree to be a guinea pig for this mRNA injection; Gene Therapy? #endlockdowns #WakeUpPeople",1
"x1389937039064408064","Congratulations to Big Pharma! Managed to convince a bunch of sheep that an experimental, unapproved gene therapy ""vaccine"" is safer than a drug that has been around without incident for nearly a century. https://t.co/OGxWx7VToj",1
"x1389777380634472448","Byedon Harris stealing the White House and Defunding our police hello to racism Goodbye to babies rights Hello to covid deaths with deadly vaccine killed over 1200 people already",1
"x1389905338204360704","You can really shine at work today, so whether or not you’ve a... More for Gemini https://t.co/91aSgeSSh6",1
"x1389939688060854272","If you have any sort of platform &amp; push blind trust in big Pharama &amp; are demanding MANDATORY VACCINES, while calling everyone who simply questions &amp; distrusts an experimental vaccine w many issues an “anti-vaxxer” you might as well deep throat that imperial boot you moronic cuck.",1
"x1389926467044356096","No way am I gonna die from some untested vaccine that is killing people and contains strange ingredients

https://t.co/InQvHmi58j",1
"x1389947575348826112","gender is a performance and it is jimin's rendition of filter",1
"x1389891611572776960","I just watched a 10 minute video on Bill Gates and him extensively advocating for depopulation and reproductive health..... you’ll have to kill me before I take that vaccine",1
"x1389871743297363968","The vaccine still isn’t a vaccine, it’s an experiment. If you get the vaccine this makes you a guinea pig in the experiment. And even after the FDA approves it, it still doesn’t fit the parameters of a traditional vaccine; instead it is mRNA gene therapy.",1
"x1389826907768868864","-
REQUIRING A MASK BE WORN AFTER TAKING THE VACCINE MAKES AS MUCH SENSE AS…

BEING FORCED TO WEAR A CONDOM AFTER HER TUBES HAVE BEEN TIED &amp; YOU’VE BEEN SNIPPED

#COVID19 #COVIDIndiaSOS #Covid #VaccinesWork (but, this isn’t a vaccine. It’s an experimental gene therapy) #dobetter",1
"x1389913166566592512","The COVID-19 vaccine isn’t experimental. It was built upon research started after the SARS outbreak in 2002-2004.

#GetVaccinated please 💉",0
"x1389942089614598144","Beware the financial FALLOUT from the vaccine bioweapons death wave

#kobjælder  https://t.co/GlJritfrbr",1
"x1389804063047495680","Had my first dose of covid vaccine yesterday and I can say that the level of autism in me is unchanged.",0
"x1389867929848647680","COVID Vaccine Media Advisory: Genocidal biomedical impact that persons vaccinated by COVID “vaccine” bioweapons are causing to non-vaccinated persons - NewsInsideOut https://t.co/4iqH6BcadP",1
"x1389805528705028096","INQUIRING MINDS WANT TO KNOW.... WHY are they pushing so hard for Covid Vaccine.....OH WAIT! I already know....DEPOPULATION..... https://t.co/ZuhV1NOPO2",1
"x1389898514252054528","Depopulation 101:

J&amp;J jab ends 35 year old mother of 4.

https://t.co/5stgSSo5yx",1
"x1389903885142200320","Former-Pfizer VP Yeadon: ‘I don’t think you could come up with a better plan’ for depopulation than the pandemic and vaccines
https://t.co/gu9B3AObi9",1
"x1389854309601382400","@luisjavier_m @arnoldferriv @8mPopular @YanaUnancha @RedMuqui @InfoLaPlaza @chabelita2020 @parocolectiva @cnddhh @CCI_Peru El Perú necesita cambios está es la única oportunidad democrática caso contrario tendremos q salir a las calles por cada derecho a luchar a un costo tan alto como lo q pasa en Colombia. Sangre sudor y lágrimas. Fujimorismo Nunca Más.#NiIndultoNiperdonNiOlvido.",1
"x1389783000318046208","‘Canada Will Require Using A Vaccine Passport For Entry’

No - Canada WILL NOT and neither will the U.S. 

It’s an experimental drug based on a lie. 

Ps. Your poll stats are also a lie 

#novaccinepassportsanywhere  https://t.co/csbbpqVhWf",1
"x1389728981268766720","#Weidel wird bei #Lanz ordentlich v. allen Seiten zerlegt. Schön dabei zuzusehen, wie sie fahrig wird u. sich selbst widerspricht. Ihr Denken kreiselt im Wendekreis einer Sackgasse.",1
"x1389744516177940480","Do you know#of deaths due to the vaccine like you know the deaths from covid?Or the severe medical outcomes, some permanent?
Do you know that ALL reactions should be reported to MHRA Yellow Card system for the experimental trial data? 1% do

https://t.co/Sl18BYYRQF via @ukcolumn",1
"x1389709187425312768","SHOULD THE GOVERNMENT BE ALLOWED TO FORCE PEOPLE TO BE VACCINATED BY AN EXPERIMENTALLY APPROVED DRUG?  COULD IT STERILIZE WOMEN IN THE LONG RUN? DOES IT HAVE A LIQUID-CHIP IN IT TO TRACK YOU?
U.S. Vaccinations Are Slowing. What’s to Blame? - https://t.co/0bL0Pjd88g",1
"x1389765786315730944","BEWARE! The Highly Experimental COVID-19 Vaccine Contains Untested Synthetic mRNA https://t.co/KatsqG4pXC",1
"x1389650368703827968","Independent #Taiwan's COVID aid to India most welcome as both are natural friends &amp; free democracies. India rushed vaccine to Paraguay to counter China's coercion over Taiwan &amp; Taiwan has reciprocated in kind. Friendship to increase in future. @iingwen 
https://t.co/MLOIxZErIa",1
"x1389674720728023040","We must not continue to be controlled. If you’re healthy don’t get a vaccine.. 1 in10 now in Canada getting blood clots from it. This is all part of Gates depopulation plan. Don’t be fooled it’s happening https://t.co/8kmB08Wzth",1
"x1389678186489860096","@Egocider https://t.co/3VuOk5Yt0X",1
"x1389772560762654720","Señor, aquí estamos con el corazón dolido, necesitados de tu consuelo. Nos ponemos delante de ti y te pedimos que pases tu mano que sana por todo nuestro ser, pero también que ayudes a cada persona que hoy está sufriendo. Danos fuerza para ser justos y ser testimonios de tu amor.",1
"x1389710611949359104","“We don’t know the long term side effects of the COVID vaccine” 
*in the same breathe
“The COVID vaccine causes infertility. It can change your DNA.”
🙄",1
"x1389653096444293120","The baby your carrying in you has all the eggs cells she will ever have. But you still think that getting the experimental covid vaccine, pregnant or not, will have no affect on your fertility? What about hers?",1
"x1389664483723956224","Today Pfizer shared an update regarding their Phase 3 gene therapy trial, CIFFREO, with the community. While Pfizer has not yet opened sites within the U.S., the study is underway at 14 trial sites across 8 countries. https://t.co/XBSkEiaULI",1
"x1388637008302514176","It’s not a “vaccine.”  It’s a bioweapon. https://t.co/iqoyi4JVfB",1
"x1389663110718361600","Yeah right.  Experimental non FDA approved gene altering lethal bioweapon injection.  Not going to happen.

Biden to set new goal of 70% of Americans getting at least one vaccine dose by July 4 - The Washington Post https://t.co/nhFudvDHQH",1
"x1389689182067380224","Dont take the vaccine, that shit made me straight",1
"x1389718539792048128","As more and more side effects are being discovered, those who choose to partake in this rushed to market experimental vaccine that has yet to be FDA approved, may actually be the most important clinical trial participants without even realizing it. https://t.co/0CKIXwePMW https://t.co/GqoQ5Eu52U",1
"x1389560128568008704","The vaccine is a bioweapon. The spike protein is the bioactive weapon, designed to spread from person to person, from the vaccinated to the unvaccinated.",1
"x1389545883449106432","I had the radio on this morning.
It lasted all of 5 minutes before the brainwashing of experimental vaccine coercion tactics began to pollute the airwaves, which at that point couldn't get turned off quick enough! Everyone I hear from that had the 💉 have horrible side effects 💔",1
"x1389509764007309312","#vaccineKills !
vaccine contains aborted baby fetus !
very very suspicious so called vaccine which is a gene therapy which people accpet cos people belive virus is going to kill them https://t.co/RQgfmNUbl9",1
"x1389569233982525440","JAPAN JAM 2021 最速レポート🌤

本日 #JJ2021 に出演 Novelbrightさんが公式キーホルダーに直筆サイン✏
フォロー＆RTで1名様にプレゼント🎁※5/31締切
ライブ映像は、5/9正午より無料配信🎥

👇特集ページ
https://t.co/H6nJoPvseM

@Novelbright_jp #Novelbright #GYAO",1
"x1389620387345018880","@ilrexil1 حسبي الله ايش يفكها من مخي الحين 🙂",0
"x1389621601902071808","Death rates skyrocket in Israel following @Pfizer experimental COVID “vaccines” – Foreign Affairs Intelligence Council https://t.co/89Jlde3ZaT",1
"x1389621151417217024","Got 2nd vaccine today 😎 💉",0
"x1389551518349680640","Doctors Around the World Issue Dire WARNING: DO NOT GET THE EXPERIMENTAL COVID VACCINE!! https://t.co/CThj6hDq9v",1
"x1389609361056550912","@sayani06 BTW, why did your own constituency reject you?",1
"x1389607673914527744","""COVID is a Chinese bioweapon designed to destroy America"" but also ""Masks are dumb and ill never take the vaccine"" Make it make sense.",1
"x1389557259563327488","Bir etnik bölücü, bir mezhep bölücüsü CHP'de siyaset yapiyorsa motivasyonu Atatürk ve TC'ye düşmanlıktır. ""Senin kurduğun partiyi işte böyle ele geçirir, senin de adını kullanarak senin inşa ettiğin değerlere böyle saldiririz"" demektir. https://t.co/KERRjDMhP1",1
"x1389601639791841280","Munazzah Chou responds to yesterday's reports posted by @BBCNews and @Telegraph about Muslim #women and #mosques. https://t.co/u6ex8noE9I",1
"x1389521411715309568","이이언 eAeon 정규 2집 [Fragile]이 발매

타이틀곡 ""그러지 마 Don't"" (feat. RM)의 full MV는 아래 link에서 보실 수 있습니다.
https://t.co/JOrvcl1mIi https://t.co/10jEhOLHlE",1
"x1389611036609683456","Look if you’re going to get the vaccine go for the J&amp;J because it’s the tried and true vector vaccine. The Pfizer and Moderna are both experimental mRNA vaccines.",1
"x1389586725048041472","Healthy 27 year old Jack took the AstraZeneca gene therapy injection and just three weeks later he went to the hospital emergency department on April 9th complaining of headaches.On April 20th Jack passed away suddenly. He leaves behind his grieving family who are wanting answers https://t.co/qKOihTkAPE",1
"x1389529341890023424","Death Rates Skyrocket in Israel Following Pfizer Experimental COVID “Vaccines” https://t.co/QpHca6oWCb via @grtvnews",1
"x1389557028297736192","Dr. Carrie Madej exposes endgame behind vaccine technology.  The covid vaccine includes biosensors that will record all personal thoughts, emotions and actions.  Result is total population control and depopulation.
https://t.co/XqfeLSmGGP",1
"x1389410218539376640","BEWARE OF THE VACCINATED PEOPLE 
Why vaccinated people are making HEALTHY people sick, Pfizer document admits vaccinated people “shed” infectious particles, the spike protein is the bioweapon
SEE THIS ON BRIGHTEON.",1
"x1389414797964414976","It's the long term effects that are concerning. Scientist urges CDC to put a halt on experimental gene therapy. 

https://t.co/Xx6Rlh5ov9",1
"x1389371591080005632","Why are the Left, RINO's and elites hell-bent on everyone getting an UNTESTED vaccine!?

#Tucker #TuckerCarlson",1
"x1389427049115394048","Bill Gates put tracking devices in the vaccine so he can hit up bitches all summer. This man knew a divorce was coming and had to prepare",1
"x1389393562056286208","Alert The ""Vaccine"" Is a Bioweapon - 5 Doctors Testify | Healthcare https://t.co/HoCSAqyPTm",1
"x1389373917479976960","BEWARE! The Highly Experimental COVID-19 Vaccine Contains Untested Synthetic mRNA | SOTN: Alternative News, Analysis &amp; Commentary https://t.co/WTa3HXSpmI",1
"x1389361828287827968","This happens with an experimental vaccine. Is anyone surprised?!?! Are COVID-19 Vaccines Causing Blindness? https://t.co/Od5ShbdhYS #covid-19 #news #Vaccine",1
"x1389403840710074368","My heart is heavy.😢
I can't stand seeing all those who are willing to take an abortion-tainted, rushed, experimental gene therapy (NOT a vaccine) from pharmaceutical companies with no liability because the media &amp; govt controlled by masons &amp; Joos told them to do it. 
Wake up!!! https://t.co/cXkPzZQpD6",1
"x1389459425509924864","💥💥

600 STUDIES show there are a number of highly effective early treatment &amp; prophylaxis solutions.

70-90% effective at preventing death.

These dont require the use of potentially dangerous experimental gene therapies.

Why is a vaccine being pushed?

https://t.co/sJweu3EWa3",1
"x1389486395559907328","https://t.co/HXH3ossiiG
 he rushed the development of the vaccines so ridiculously fast, that they ended up being not a real vaccine, but an experimental medical product. A medical experiment can NEVER be mandated!",1
